,stop_id,stop_name,stop_lon,stop_lat,agency,route_id,route_long_name
92,6306,Sacramento St & Laguna St  ,-122.429185,37.79036,San Francisco Municipal Transportation Agency,14040,CALIFORNIA
93,6310,Sacramento St & Octavia St  ,-122.42713799999999,37.79068,San Francisco Municipal Transportation Agency,14040,CALIFORNIA
94,6320,Sacramento St & Webster St  ,-122.4325,37.789986999999996,San Francisco Municipal Transportation Agency,14040,CALIFORNIA
95,6489,Steiner St & Sacramento St  ,-122.435556,37.789328999999995,San Francisco Municipal Transportation Agency,14040,CALIFORNIA
96,3215,9th Ave & Judah St  ,-122.466241,37.76204,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
97,3216,9th Ave & Kirkham St  ,-122.466149,37.760407,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
98,3218,9th Ave & Lawton St  ,-122.466022,37.758533,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
99,3222,9th Ave & Moraga St  ,-122.465884,37.756677,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
100,3224,9th Ave & Noriega St  ,-122.46575800000001,37.754804,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
101,3226,9th Ave & Ortega St  ,-122.465631,37.752939000000005,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
102,3232,10th Ave & Pacheco St  ,-122.46654699999999,37.750699,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
103,3234,10th Ave & Quintara St  ,-122.46643200000001,37.749164,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
104,3247,14th Ave & Quintara St   ,-122.47073999999999,37.748870000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
105,4074,Clayton St & Carl St  ,-122.44793999999999,37.766154,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
106,4082,Clayton St & Parnassus Ave  ,-122.44775700000001,37.765226,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
107,4715,Frederick St & Ashbury St  ,-122.44669099999999,37.767261,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
108,4717,Frederick St & Clayton St  ,-122.44791699999999,37.7671,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
109,4940,Haight St & Baker St  ,-122.440261,37.770928000000005,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
110,4941,Haight St & Buchanan St  ,-122.427058,37.772612,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
111,4950,Haight St & Divisadero St  ,-122.437373,37.771293,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
112,4952,Haight St & Fillmore St  ,-122.43076,37.77214,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
113,4954,Haight St & Gough St  ,-122.42255300000001,37.773183,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
114,4955,Haight St & Laguna St  ,-122.425843,37.772764,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
115,4960,Haight St & Pierce St  ,-122.43403799999999,37.771721,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
116,5190,Judah St & 6th Ave  ,-122.462849,37.762397,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
117,5191,Judah St & 7th Ave  ,-122.46435,37.762334,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
118,5639,Market St & 2nd St   ,-122.401306,37.789353000000006,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
119,5655,Market St & 5th  St   ,-122.407992,37.784082,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
120,5656,Market St & 7th St   ,-122.41244099999999,37.780568,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
121,5657,Market St & Battery St   ,-122.399069,37.791109999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
122,5669,Market St & Drumm St   ,-122.396178,37.793473,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
123,5676,Market St & Hyde St   ,-122.414379,37.779105,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
124,5678,Market St & Kearny St   ,-122.40337,37.787729999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
125,5680,Market St & Larkin St   ,-122.41623600000001,37.777598,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
126,5694,Market St & Stockton St   ,-122.405859,37.785777,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
127,5695,Market St & Taylor St   ,-122.410228,37.782315999999994,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
128,5696,Market St & Van Ness Ave   ,-122.419252,37.775197999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
129,5704,Masonic Ave & Frederick St  ,-122.444846,37.767511,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
130,5711,Masonic Ave & Haight St  ,-122.445384,37.770152,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
131,5827,Ortega St & 10th Ave  ,-122.466479,37.752885,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
132,5885,Parnassus Ave & 4th Ave  ,-122.46073999999999,37.762727000000005,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
133,5887,500 Parnassus Ave  ,-122.45874599999999,37.763308,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
134,5889,Parnassus Ave & Cole St  ,-122.450083,37.764905,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
135,5891,Parnassus Ave & Hillway Ave  ,-122.45697,37.763807,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
136,5893,Parnassus Ave & Shrader St  ,-122.451103,37.764771,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
137,5895,Parnassus Ave & Stanyan St  ,-122.45287900000001,37.764548,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
138,5897,Parnassus Ave & Willard St  ,-122.45452900000001,37.764352,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
139,6135,Quintara St & 12th Ave  ,-122.468369,37.749039,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
140,6168,Quintara St & Cragmont Ave  ,-122.467681,37.749093,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
141,6170,Quintara St & Funston Ave  ,-122.46942299999999,37.748985,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
142,6501,Steuart St & Market St   ,-122.39453799999998,37.794409,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
143,7408,11th St/btw Market & Mission,-122.418656,37.775502,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
144,7833,Steuart & Donchee Way ,-122.393725,37.793766,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
145,3214,9th Ave & Judah St  ,-122.46608,37.762093,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
146,3217,9th Ave & Kirkham St  ,-122.46595400000001,37.760237,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
147,3219,9th Ave & Lawton St  ,-122.465827,37.758364,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
148,3223,9th Ave & Moraga St  ,-122.46568899999998,37.756508000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
149,3225,9th Ave & Noriega St  ,-122.465551,37.754634,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
150,3230,10th Ave & Ortega St  ,-122.466502,37.752724,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
151,3231,10th Ave & Pacheco St  ,-122.466376,37.750859999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
152,3233,10th Ave & Quintara St  ,-122.46626100000002,37.749325,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
153,3244,11th St & Market St   ,-122.41852,37.7755,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
154,3247,14th Ave & Quintara St   ,-122.47073999999999,37.748870000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
155,4073,Clayton St & Carl St  ,-122.447779,37.766288,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
156,4078,Clayton St & Frederick St  ,-122.44791699999999,37.766940000000005,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
157,4081,Clayton St & Parnassus Ave  ,-122.447608,37.765405,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
158,4716,Frederick St & Ashbury St  ,-122.44646200000001,37.767145,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
159,4942,Haight St & Buchanan St  ,-122.42732099999999,37.772434000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
160,4943,Haight St & Buena Vista East Ave ,-122.44054799999999,37.770749,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
161,4951,Haight St & Divisadero St  ,-122.43674299999999,37.771231,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
162,4953,Haight St & Fillmore St  ,-122.430347,37.772095,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
163,4958,Haight St & Masonic Ave  ,-122.445292,37.770196,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
164,4961,Haight St & Pierce St  ,-122.433854,37.771605,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
165,5189,Judah St & 5th Ave  ,-122.462001,37.762299,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
166,5192,Judah St & 7th Ave  ,-122.46414399999999,37.762201,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
167,5640,Market St & 3rd St   ,-122.40351899999999,37.787525,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
168,5643,Market St & 4th St   ,-122.405847,37.785705,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
169,5645,Market St & 5th St   ,-122.40814099999999,37.783885999999995,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
170,5647,Market St & 6th St   ,-122.4104,37.782102,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
171,5650,Market St & 7th St   ,-122.412613,37.780363,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
172,5651,Market St & 8th St   ,-122.414826,37.778605999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
173,5652,Market St & 9th St   ,-122.41633999999999,37.777409999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
174,5658,Market St & Beale St   ,-122.397016,37.792572,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
175,5685,Market St & New Montgomery St  ,-122.40216299999999,37.788613,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
176,5692,Market St & South Van Ness Ave ,-122.419321,37.775056,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
177,5826,Ortega St & 9th Ave  ,-122.465631,37.752778,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
178,5890,Parnassus Ave & Cole St  ,-122.449854,37.764789,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
179,5892,Parnassus Ave & Hillway Ave  ,-122.456741,37.763718,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
180,5894,Parnassus Ave & Shrader St  ,-122.451298,37.764602000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
181,5896,Parnassus Ave & Stanyan St  ,-122.45265,37.764432,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
182,5898,Parnassus Ave & Willard St  ,-122.4543,37.764236,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
183,6136,Quintara St & 12th Ave  ,-122.46856299999999,37.748870000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
184,6169,Quintara St & Cragmont Ave  ,-122.467051,37.748977000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
185,6171,Quintara St & Funston Ave  ,-122.46963999999998,37.748834,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
186,6475,Spear St & Market St   ,-122.39547900000001,37.793597999999996,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
187,7025,Frederick St & Masonic St,-122.444823,37.76735,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
188,7264,Market St & 1st St ,-122.39919499999999,37.79094,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
189,7687,Parnassus Ave &4th Ave ,-122.46094699999999,37.762522,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
190,7688,513 Parnassus Ave ,-122.459961,37.76279,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
191,7757,Haight St & Gough St ,-122.422301,37.773084000000004,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
192,7833,Steuart & Donchee Way ,-122.393725,37.793766,San Francisco Municipal Transportation Agency,14047,HAIGHT-PARNASSUS
193,3441,23rd Ave & Irving St  ,-122.481482,37.763134,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
194,3442,23rd Ave & Judah St  ,-122.481378,37.761608,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
195,3443,23rd Ave & Kirkham St  ,-122.48123999999999,37.759735,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
196,3444,23rd Ave & Lawton St  ,-122.481113,37.757870000000004,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
197,3445,23rd Ave & Lincoln Way  ,-122.481609,37.765026,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
198,3446,23rd Ave & Moraga St  ,-122.48098600000002,37.756014,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
199,3447,23rd Ave & Noriega St  ,-122.48086,37.75414,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
200,4714,Frederick St & Arguello Blvd  ,-122.45763500000001,37.766047,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
201,4718,Frederick St & Stanyan St  ,-122.45325700000001,37.766413,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
202,4719,Frederick St & Willard St  ,-122.454908,37.766208,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
203,4725,Fremont St & Market St   ,-122.398151,37.791645,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
204,4940,Haight St & Baker St  ,-122.440261,37.770928000000005,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
205,4941,Haight St & Buchanan St  ,-122.427058,37.772612,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
206,4946,Haight St & Clayton St  ,-122.448467,37.769892999999996,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
207,4950,Haight St & Divisadero St  ,-122.437373,37.771293,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
208,4952,Haight St & Fillmore St  ,-122.43076,37.77214,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
209,4954,Haight St & Gough St  ,-122.42255300000001,37.773183,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
210,4955,Haight St & Laguna St  ,-122.425843,37.772764,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
211,4957,Haight St & Masonic Ave  ,-122.445476,37.770232,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
212,4960,Haight St & Pierce St  ,-122.43403799999999,37.771721,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
213,4962,Haight St & Stanyan St   ,-122.452845,37.769331,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
214,5296,Lincoln Way & 5th Ave  ,-122.46246000000001,37.76618,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
215,5298,Lincoln Way & 7th Ave  ,-122.464603,37.766090999999996,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
216,5300,Lincoln Way & 9th Ave  ,-122.466746,37.766001,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
217,5302,Lincoln Way & 11th Ave  ,-122.46888899999999,37.765903,San Francisco Municipal Transportation Agency,14048,HAIGHT-NORIEGA
